year,iso_code,country,co2,population,share_co2,share_tmp_ghg,tmp_change_co2,tmp_change_ghg,gdp,kyoto_ratification_year,kyoto_us_ratification_year,paris_ratification_year,kyoto_dummy,kyoto_us_dummy,paris_dummy,time,ln_co2,ln_population,ln_share_co2,ln_share_tmp_ghg,ln_tmp_change_co2,ln_tmp_change_ghg,ln_gdp,zln_co2,zln_population,zln_share_co2,zln_share_tmp_ghg,zln_tmp_change_co2,zln_gdp,Kyoto_and_Paris,None,time_kyoto,time_paris,time_kyoto_us,continent,UN_region,hdicode,development_status,developing,developed,developed_kyoto,developed_paris,developing_kyoto,developing_paris,income,high_income,low_income,high_kyoto,high_paris,low_kyoto,low_paris,hdi_very_high,hdi_high,hdi_medium,hdi_low,h_income,um_income,lm_income,l_income,kyoto_high,paris_high,kyoto_low,paris_low,kyoto_um,paris_um,kyoto_lm,paris_lm,vh_hdi,h_hdi,m_hdi,l_hdi,kyoto_vh,paris_vh,kyoto_h,paris_h,kyoto_m,paris_m,kyoto_l,paris_l,composite_hdi,vh_h,ln_co2_lag1
2005,ROU,Romania,101.364,21213395,0.342,0.448,0.004,0.006,387476000000.0,2001,2001,2017,1,1,0,16,4.618718985,16.87014338,-1.072652187,-0.802738857,-5.496768305,-5.099466508,26.68291912,0.958027836,0.687375132,0.9449869,0.688630619,0.993789208,0.219410342,0,0,16,0,16,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.637744824
2006,ROU,Romania,104.322,21035734,0.341,0.441,0.004,0.006,446351000000.0,2001,2001,2017,1,1,0,17,4.647483228,16.86173317,-1.07557959,-0.818483672,-5.496768305,-5.099466508,26.82437145,0.969165482,0.68364793,0.943864221,0.681045313,0.993789208,0.260826324,0,0,17,0,17,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.618718985
2007,ROU,Romania,108.392,20870714,0.344,0.434,0.004,0.006,517496000000.0,2001,2001,2017,1,1,0,18,4.685755208,16.85385749,-1.066822966,-0.834480357,-5.496768305,-5.099466508,26.97226814,0.983984567,0.680157619,0.947222447,0.673338665,0.993789208,0.304129159,0,0,18,0,18,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.647483228
2008,ROU,Romania,106.927,20718744,0.333,0.428,0.004,0.006,609605000000.0,2001,2001,2017,1,1,0,19,4.672147294,16.84654936,-1.099312534,-0.848398466,-5.496768305,-5.099466508,27.13607706,0.978715521,0.676918831,0.934762472,0.666633402,0.993789208,0.35209095,0,0,19,0,19,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.685755208
2009,ROU,Romania,87.726,20576923,0.278,0.422,0.004,0.006,592414000000.0,2001,2001,2017,1,1,0,20,4.474219461,16.83968076,-1.279774518,-0.862513026,-5.496768305,-5.099466508,27.10747159,0.902076962,0.673874836,0.865554046,0.659833496,0.993789208,0.343715524,0,0,20,0,20,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.672147294
2010,ROU,Romania,84.288,20432576,0.253,0.416,0.004,0.006,605713000000.0,2001,2001,2017,1,1,0,21,4.434240693,16.83264105,-1.373970611,-0.876829663,-5.496768305,-5.099466508,27.12967263,0.886597001,0.670755005,0.829429189,0.652936237,0.993789208,0.350215792,0,0,21,0,21,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.474219461
2011,ROU,Romania,92.241,20282008,0.267,0.411,0.004,0.006,643704000000.0,2001,2001,2017,1,1,0,22,4.524405801,16.82524475,-1.320132159,-0.888918785,-5.496768305,-5.099466508,27.19050533,0.921509342,0.667477142,0.85007661,0.647112117,0.993789208,0.368027065,0,0,22,0,22,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.434240693
2012,ROU,Romania,89.642,20158452,0.256,0.406,0.004,0.006,667433000000.0,2001,2001,2017,1,1,0,23,4.495825076,16.81913421,-1.362187286,-0.901155844,-5.496768305,-5.099466508,27.22670526,0.910442755,0.664769101,0.833948177,0.641216726,0.993789208,0.378626081,0,0,23,0,23,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.524405801
2013,ROU,Romania,78.598,20062914,0.223,0.401,0.004,0.006,673606000000.0,2001,2001,2017,1,1,0,24,4.364347526,16.81438359,-1.500135178,-0.913544506,-5.496768305,-5.099466508,27.23591161,0.859534049,0.662663742,0.781044201,0.635248298,0.993789208,0.381321618,0,0,24,0,24,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.495825076
2014,ROU,Romania,79.093,19968180,0.223,0.397,0.004,0.006,706985000000.0,2001,2001,2017,1,1,0,25,4.37062564,16.80965056,-1.500135178,-0.923567141,-5.496768305,-5.099466508,27.2842753,0.861964963,0.660566178,0.781044201,0.63041974,0.993789208,0.395482077,0,0,25,0,25,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.364347526
2015,ROU,Romania,77.808,19871018,0.22,0.393,0.004,0.006,740581000000.0,2001,2001,2017,1,1,0,26,4.354245539,16.80477285,-1.51367329,-0.933691247,-5.496768305,-5.099466508,27.33070051,0.855622513,0.658404491,0.77585224,0.625542297,0.993789208,0.409074964,0,0,26,0,26,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.37062564
2016,ROU,Romania,76.312,19777049,0.215,0.389,0.004,0.006,771353000000.0,2001,2001,2017,1,1,0,27,4.33483151,16.80003268,-1.536652243,-0.943918899,-5.496768305,-5.099466508,27.37141169,0.848105313,0.656303764,0.767039652,0.620614969,0.993789208,0.420994836,0,0,27,0,27,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.354245539
2017,ROU,Romania,79.158,19689406,0.22,0.385,0.004,0.006,881823000000.0,2001,2001,2017,1,1,1,28,4.371447118,16.79559128,-1.51367329,-0.954252238,-5.496768305,-5.099466508,27.50525681,0.862283043,0.654335444,0.77585224,0.615636724,0.993789208,0.460183496,1,0,28,28,28,Europe,Eastern Europe,Very High,Developed,0,1,1,1,0,0,High income,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,4.33483151
2018,ROU,Romania,79.639,19597874,0.217,0.381,0.004,0.006,952953000000.0,2001,2001,2017,1,1,1,29,4.377505178,16.79093165,-1.527397202,-0.964693471,-5.496768305,-5.099466508,27.5828312,0.864628751,0.652270406,0.770589025,0.6106065,0.993789208,0.482896585,1,0,29,29,29,Europe,Eastern Europe,Very High,Developed,0,1,1,1,0,0,High income,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,4.371447118
2019,ROU,Romania,76.457,19501543,0.206,0.378,0.004,0.006,989859000000.0,2001,2001,2017,1,1,1,30,4.336729799,16.78600415,-1.579393791,-0.972596568,-5.496768305,-5.099466508,27.62082815,0.848840339,0.650086657,0.750647971,0.606799062,0.993789208,0.494021755,1,0,30,30,30,Europe,Eastern Europe,Very High,Developed,0,1,1,1,0,0,High income,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,4.377505178
2020,ROU,Romania,73.71,19392469,0.21,0.375,0.004,0.006,1018310000000.0,2001,2001,2017,1,1,1,31,4.300139832,16.78039535,-1.560171671,-0.980562622,-5.496768305,-5.099466508,27.64916951,0.834672537,0.647600975,0.758019788,0.602961293,0.993789208,0.502319853,1,0,31,31,31,Europe,Eastern Europe,Very High,Developed,0,1,1,1,0,0,High income,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,4.336729799
1991,RUS,Russian Federation,2406.756,149448434,10.38,8.638,0.063,0.086,1783290000000.0,2004,2004,2019,0,0,0,2,7.786035103,18.82246197,2.339890512,2.156182651,-2.763034509,-2.452245868,28.20948035,2.184427066,1.552595575,2.253720758,2.114136426,2.460901179,0.666373877,0,1,0,0,0,Europe,Eastern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.838441142
1992,RUS,Russian Federation,1966.505,148915993,8.729,8.612,0.064,0.087,1567340000000.0,2004,2004,2019,0,0,0,3,7.584013185,18.8188929,2.166662272,2.153168191,-2.747310915,-2.440698395,28.08040372,2.106203259,1.55101385,2.187286523,2.112684163,2.469339555,0.628581391,0,1,0,0,0,Europe,Eastern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.786035103
1993,RUS,Russian Federation,1866.729,148135419,8.203,8.575,0.065,0.088,1539060000000.0,2004,2004,2019,0,0,0,4,7.531943034,18.81363741,2.104512132,2.148862655,-2.73183073,-2.429282746,28.0621949,2.08604146,1.548684743,2.163451512,2.110609905,2.4776473,0.623250009,0,1,0,0,0,Europe,Eastern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.584013185
1994,RUS,Russian Federation,1647.665,148200736,7.166,8.518,0.066,0.089,1603050000000.0,2004,2004,2019,0,0,0,5,7.407114474,18.81407824,1.969361574,2.142193311,-2.716586532,-2.417995945,28.10292775,2.037707272,1.548880108,2.111620333,2.107396847,2.485828399,0.635176225,0,1,0,0,0,Europe,Eastern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.531943034
1995,RUS,Russian Federation,1619.727,148291405,6.883,8.45,0.067,0.09,1988290000000.0,2004,2004,2019,0,0,0,6,7.390012957,18.81468985,1.929069132,2.134178276,-2.701571235,-2.406835114,28.31829836,2.031085487,1.54915116,2.096167902,2.10353548,2.493886653,0.698234824,0,1,0,0,0,Europe,Eastern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.407114474
1996,RUS,Russian Federation,1586.822,148084580,6.541,8.393,0.068,0.091,2260250000000.0,2004,2004,2019,0,0,0,7,7.369488616,18.81329415,1.878105347,2.12740994,-2.686778066,-2.395797475,28.44649613,2.023138369,1.548532622,2.076622936,2.100274731,2.501825698,0.73576999,0,1,0,0,0,Europe,Eastern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.390012957
1997,RUS,Russian Federation,1482.245,147853772,6.074,8.308,0.068,0.092,2474920000000.0,2004,2004,2019,0,0,0,8,7.301313177,18.81173432,1.80403383,2.117230943,-2.686778066,-2.384880336,28.53722859,1.996740528,1.547841339,2.048215994,2.095370843,2.501825698,0.762335644,0,1,0,0,0,Europe,Eastern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.369488616
1998,RUS,Russian Federation,1465.253,147635542,6.029,8.227,0.069,0.092,2578530000000.0,2004,2004,2019,0,0,0,9,7.289783271,18.81025724,1.796597746,2.107433583,-2.672200548,-2.384880336,28.57824216,1.992276096,1.547186735,2.045364204,2.090650815,2.509649009,0.774344054,0,1,0,0,0,Europe,Eastern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.301313177
1999,RUS,Russian Federation,1494.179,147241973,6.012,8.15,0.07,0.093,3786640000000.0,2004,2004,2019,0,0,0,10,7.309332238,18.80758787,1.793774105,2.098030197,-2.657832485,-2.374081095,28.96250027,1.999845545,1.546003733,2.044281318,2.086120589,2.517359913,0.886851408,0,1,0,0,0,Europe,Eastern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.289783271
2000,RUS,Russian Federation,1479.142,146717784,5.798,8.07,0.07,0.093,5199880000000.0,2004,2004,2019,0,0,0,11,7.299217537,18.80402146,1.757530278,2.088165874,-2.657832485,-2.374081095,29.27965679,1.995929087,1.544423189,2.030381558,2.0813683,2.517359913,0.979712012,0,1,0,0,0,Europe,Eastern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.309332238
2001,RUS,Russian Federation,1515.647,146117290,5.896,7.991,0.071,0.094,6134680000000.0,2004,2004,2019,0,0,0,12,7.323597755,18.79992021,1.774291115,2.078328422,-2.643667942,-2.363397232,29.4449787,2.005369219,1.542605614,2.036809456,2.076628957,2.524961593,1.028116796,0,1,0,0,0,Europe,Eastern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.299217537
2002,RUS,Russian Federation,1506.788,145939502,5.734,7.911,0.072,0.094,7196670000000.0,2004,2004,2019,0,0,0,13,7.317735578,18.79870272,1.746430807,2.068266837,-2.629701235,-2.363397232,29.60464019,2.003099357,1.542066052,2.026124834,2.071781634,2.532457101,1.074864259,0,1,0,0,0,Europe,Eastern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.323597755
2003,RUS,Russian Federation,1537.018,145794231,5.555,7.83,0.072,0.095,8559990000000.0,2004,2004,2019,0,0,0,14,7.33759952,18.79770681,1.714716425,2.057975281,-2.629701235,-2.352826309,29.77812048,2.010790766,1.541624687,2.013962148,2.066823519,2.532457101,1.125657744,0,1,0,0,0,Europe,Eastern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.317735578
2004,RUS,Russian Federation,1543.957,145180094,5.392,7.749,0.073,0.095,10657500000000.0,2004,2004,2019,1,1,0,15,7.342103945,18.79348556,1.684934919,2.047576708,-2.615926912,-2.352826309,29.99728594,2.0125349,1.53975393,2.002540733,2.061813847,2.539849362,1.189827438,0,0,15,0,15,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7.33759952
2005,RUS,Russian Federation,1562.577,144597888,5.276,7.668,0.074,0.096,13136100000000.0,2004,2004,2019,1,1,0,16,7.354091724,18.78946726,1.663187188,2.037068866,-2.602339747,-2.342365963,30.20638755,2.017176622,1.537973118,1.994200327,2.056751533,2.547141181,1.25105053,0,0,16,0,16,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7.342103945
2006,RUS,Russian Federation,1623.002,144102949,5.299,7.588,0.074,0.096,16034700000000.0,2004,2004,2019,1,1,0,17,7.392032861,18.78603853,1.667536995,2.026581231,-2.602339747,-2.342365963,30.4057793,2.031867603,1.536453585,1.995868508,2.051698954,2.547141181,1.309430658,0,0,17,0,17,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7.354091724
2007,RUS,Russian Federation,1623.781,143859769,5.149,7.511,0.075,0.097,19482500000000.0,2004,2004,2019,1,1,0,18,7.392512721,18.78434956,1.638821942,2.016381926,-2.58893472,-2.332013904,30.60053856,2.032053407,1.535705075,1.984856086,2.046785283,2.554335252,1.366454435,0,0,18,0,18,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7.392032861
2008,RUS,Russian Federation,1652.064,143811835,5.151,7.436,0.076,0.098,23716500000000.0,2004,2004,2019,1,1,0,19,7.409780755,18.7840163,1.639210284,2.006346518,-2.575707014,-2.321767912,30.79719292,2.038739669,1.535557384,1.985005018,2.041950571,2.561434161,1.424033082,0,0,19,0,19,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7.392512721
2009,RUS,Russian Federation,1545.034,143869130,4.898,7.362,0.077,0.098,22307300000000.0,2004,2004,2019,1,1,0,20,7.34280126,18.78441462,1.588847375,1.996345218,-2.562651998,-2.321767912,30.73593508,2.012804903,1.535733912,1.965690492,2.037132291,2.568440392,1.406097333,0,0,20,0,20,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7.409780755
2010,RUS,Russian Federation,1632.783,143934468,4.895,7.297,0.077,0.099,26259500000000.0,2004,2004,2019,1,1,0,21,7.398041261,18.78486867,1.588234705,1.987477009,-2.562651998,-2.311625838,30.8990497,2.034194083,1.535935134,1.965455528,2.032859896,2.568440392,1.453855841,0,0,21,0,21,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7.34280126
2011,RUS,Russian Federation,1685.91,144043751,4.886,7.226,0.078,0.1,33363800000000.0,2004,2004,2019,1,1,0,22,7.430060816,18.78562764,1.586394439,1.977699472,-2.549765222,-2.301585593,31.13849158,2.046592201,1.53627149,1.964749774,2.028149417,2.575356333,1.52396229,0,0,22,0,22,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7.398041261
2012,RUS,Russian Federation,1701.268,144291024,4.861,7.168,0.079,0.101,37491500000000.0,2004,2004,2019,1,1,0,23,7.439129193,18.78734282,1.58126475,1.969640626,-2.537042404,-2.291645153,31.25513624,2.050103518,1.537031616,1.962782502,2.024266945,2.582184284,1.558114809,0,0,23,0,23,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7.430060816
2013,RUS,Russian Federation,1640.437,144604102,4.647,7.112,0.08,0.102,39993100000000.0,2004,2004,2019,1,1,0,24,7.40271801,18.78951024,1.536243369,1.961797559,-2.524479425,-2.281802554,31.31972722,2.036004942,1.537992163,1.94551649,2.020488427,2.588926453,1.577026474,0,0,24,0,24,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7.439129193
2014,RUS,Russian Federation,1639.959,144925638,4.626,7.058,0.081,0.102,43041000000000.0,2004,2004,2019,1,1,0,25,7.402426581,18.79173133,1.531714181,1.954175893,-2.512072318,-2.281802554,31.39317398,2.035892099,1.538976498,1.943779514,2.016816573,2.595584971,1.598531031,0,0,25,0,25,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7.40271801
2015,RUS,Russian Federation,1638.675,145307611,4.628,7.015,0.082,0.104,45000100000000.0,2004,2004,2019,1,1,0,26,7.401643328,18.79436351,1.532146417,1.948064969,-2.499817263,-2.262403303,31.43768649,2.03558882,1.540143017,1.94394528,2.013872541,2.602161888,1.611563897,0,0,26,0,26,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7.402426581
2016,RUS,Russian Federation,1634.885,145778669,4.616,6.981,0.082,0.105,46271200000000.0,2004,2004,2019,1,1,0,27,7.399327806,18.79760006,1.529550193,1.943206497,-2.499817263,-2.252843001,31.46554029,2.034692239,1.54157738,1.94294961,2.011531898,2.602161888,1.619719243,0,0,27,0,27,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7.401643328
2017,RUS,Russian Federation,1666.121,146186800,4.629,6.948,0.083,0.106,49448000000000.0,2004,2004,2019,1,1,0,28,7.418253509,18.80039581,1.532362465,1.938468241,-2.487710577,-2.243373233,31.53194179,2.042020358,1.542816389,1.944028136,2.00924917,2.608659178,1.639161011,0,0,28,0,28,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7.399327806
2018,RUS,Russian Federation,1712.494,146430147,4.662,6.92,0.084,0.107,55556200000000.0,2004,2004,2019,1,1,0,29,7.445706125,18.80205906,1.53946599,1.93443022,-2.475748712,-2.233992302,31.64841619,2.052650136,1.543553499,1.946752387,2.007303792,2.615078748,1.673263678,0,0,29,0,29,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7.418253509
2019,RUS,Russian Federation,1705.031,146533063,4.595,6.89,0.085,0.108,58509200000000.0,2004,2004,2019,1,1,1,30,7.44133863,18.80276165,1.524990518,1.930085599,-2.463928243,-2.224698554,31.70020488,2.050959022,1.543864869,1.941200943,2.005210704,2.621422435,1.688426945,1,0,30,30,30,Europe,Eastern Europe,Very High,Developed,0,1,1,1,0,0,High income,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,7.445706125
2020,RUS,Russian Federation,1632.929,146371293,4.649,6.864,0.086,0.109,57435800000000.0,2004,2004,2019,1,1,1,31,7.398130675,18.80165705,1.536673652,1.926304931,-2.452245868,-2.215490386,31.68168834,2.034228705,1.54337534,1.945681506,2.003389309,2.627692012,1.683005466,1,0,31,31,31,Europe,Eastern Europe,Very High,Developed,0,1,1,1,0,0,High income,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,7.44133863
1991,RWA,Rwanda,0.472,7526964,0.002,0.039,0.0,0.0,128799000000.0,2004,2004,2016,0,0,0,2,-0.750564451,15.83400233,-6.165817934,-3.241632812,-9.210340372,-9.210340372,25.5815221,-1.120983171,0.228182446,-1.008277584,-0.486343941,-0.999172229,-0.103068901,0,1,0,0,0,Africa,Eastern Africa,Low,developing,1,0,0,0,0,0,Low income,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.646072773
1992,RWA,Rwanda,0.479,7683265,0.002,0.038,0.0,0.0,145423000000.0,2004,2004,2016,0,0,0,3,-0.735845935,15.85455514,-6.165817934,-3.267540997,-9.210340372,-9.210340372,25.70291154,-1.115284094,0.237290957,-1.008277584,-0.498825606,-0.999172229,-0.067527153,0,1,0,0,0,Africa,Eastern Africa,Low,developing,1,0,0,0,0,0,Low income,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.750564451
1993,RWA,Rwanda,0.483,7981141,0.002,0.038,0.0,0.0,150682000000.0,2004,2004,2016,0,0,0,4,-0.727531607,15.89259194,-6.165817934,-3.267540997,-9.210340372,-9.210340372,25.73843468,-1.112064749,0.254147946,-1.008277584,-0.498825606,-0.999172229,-0.057126295,0,1,0,0,0,Africa,Eastern Africa,Low,developing,1,0,0,0,0,0,Low income,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.735845935
1994,RWA,Rwanda,0.462,6792358,0.002,0.037,0.0,0.0,87138309102.0,2004,2004,2016,0,0,0,5,-0.771973961,15.73130871,-6.165817934,-3.294138309,-9.210340372,-9.210340372,25.19076245,-1.12927303,0.182671116,-1.008277584,-0.511639269,-0.999172229,-0.217479847,0,1,0,0,0,Africa,Eastern Africa,Low,developing,1,0,0,0,0,0,Low income,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.727531607
